user_id,product_id,product_name,category,rating,review_text,description,timestamp
56,26,Product 26 - Beauty,Beauty,2,Product 26 is bad.,"This is a great beauty product with features X, Y, Z.",2025-08-13 20:33:26.904292
72,41,Product 41 - Home,Home,2,Product 41 is horrible.,"This is a great home product with features X, Y, Z.",2025-11-18 20:33:26.904292
43,14,Product 14 - Electronics,Electronics,5,Product 14 is okay.,"This is a great electronics product with features X, Y, Z.",2025-09-02 20:33:26.904292
86,43,Product 43 - Home,Home,5,Product 43 is good.,"This is a great home product with features X, Y, Z.",2025-09-08 20:33:26.904292
37,10,Product 10 - Beauty,Beauty,5,Product 10 is good.,"This is a great beauty product with features X, Y, Z.",2025-08-03 20:33:26.904292
74,39,Product 39 - Electronics,Electronics,4,Product 39 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-04-24 20:33:26.904292
29,10,Product 10 - Beauty,Beauty,5,Product 10 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-08-02 20:33:26.904292
48,50,Product 50 - Beauty,Beauty,3,Product 50 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-06-26 20:33:26.904292
29,37,Product 37 - Electronics,Electronics,5,Product 37 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-11-18 20:33:26.904292
79,22,Product 22 - Beauty,Beauty,5,Product 22 is good.,"This is a great beauty product with features X, Y, Z.",2025-11-16 20:33:26.904292
78,45,Product 45 - Books,Books,5,Product 45 is okay.,"This is a great books product with features X, Y, Z.",2026-01-25 20:33:26.904292
4,33,Product 33 - Clothing,Clothing,3,Product 33 is okay.,"This is a great clothing product with features X, Y, Z.",2026-01-29 20:33:26.904292
44,14,Product 14 - Electronics,Electronics,4,Product 14 is bad.,"This is a great electronics product with features X, Y, Z.",2025-05-07 20:33:26.904292
73,30,Product 30 - Books,Books,5,Product 30 is bad.,"This is a great books product with features X, Y, Z.",2025-03-11 20:33:26.904292
95,25,Product 25 - Books,Books,5,Product 25 is good.,"This is a great books product with features X, Y, Z.",2025-02-19 20:33:26.904292
96,25,Product 25 - Books,Books,4,Product 25 is excellent.,"This is a great books product with features X, Y, Z.",2025-08-15 20:33:26.904292
59,15,Product 15 - Clothing,Clothing,4,Product 15 is okay.,"This is a great clothing product with features X, Y, Z.",2025-08-12 20:33:26.904292
93,47,Product 47 - Electronics,Electronics,4,Product 47 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-11-21 20:33:26.904292
11,11,Product 11 - Books,Books,5,Product 11 is bad.,"This is a great books product with features X, Y, Z.",2025-04-24 20:33:26.904292
97,15,Product 15 - Clothing,Clothing,5,Product 15 is good.,"This is a great clothing product with features X, Y, Z.",2026-01-15 20:33:26.904292
35,39,Product 39 - Electronics,Electronics,4,Product 39 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-09-09 20:33:26.904292
78,31,Product 31 - Home,Home,4,Product 31 is bad.,"This is a great home product with features X, Y, Z.",2025-06-23 20:33:26.904292
97,50,Product 50 - Beauty,Beauty,4,Product 50 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-07-30 20:33:26.904292
15,15,Product 15 - Clothing,Clothing,4,Product 15 is horrible.,"This is a great clothing product with features X, Y, Z.",2026-01-17 20:33:26.904292
63,49,Product 49 - Electronics,Electronics,4,Product 49 is good.,"This is a great electronics product with features X, Y, Z.",2025-07-11 20:33:26.904292
29,6,Product 6 - Clothing,Clothing,4,Product 6 is good.,"This is a great clothing product with features X, Y, Z.",2025-12-07 20:33:26.904292
1,8,Product 8 - Beauty,Beauty,3,Product 8 is bad.,"This is a great beauty product with features X, Y, Z.",2025-05-23 20:33:26.904292
98,11,Product 11 - Books,Books,4,Product 11 is good.,"This is a great books product with features X, Y, Z.",2025-07-21 20:33:26.904292
1,26,Product 26 - Beauty,Beauty,4,Product 26 is bad.,"This is a great beauty product with features X, Y, Z.",2025-09-12 20:33:26.904292
17,18,Product 18 - Beauty,Beauty,4,Product 18 is bad.,"This is a great beauty product with features X, Y, Z.",2026-01-30 20:33:26.904292
65,24,Product 24 - Clothing,Clothing,4,Product 24 is okay.,"This is a great clothing product with features X, Y, Z.",2026-01-12 20:33:26.904292
10,45,Product 45 - Books,Books,4,Product 45 is excellent.,"This is a great books product with features X, Y, Z.",2025-02-25 20:33:26.904292
3,34,Product 34 - Clothing,Clothing,4,Product 34 is okay.,"This is a great clothing product with features X, Y, Z.",2025-03-15 20:33:26.904292
74,5,Product 5 - Clothing,Clothing,4,Product 5 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-08-30 20:33:26.904292
38,44,Product 44 - Electronics,Electronics,3,Product 44 is okay.,"This is a great electronics product with features X, Y, Z.",2025-02-14 20:33:26.904292
22,19,Product 19 - Electronics,Electronics,5,Product 19 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-12-17 20:33:26.904292
89,10,Product 10 - Beauty,Beauty,5,Product 10 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-03-21 20:33:26.904292
14,35,Product 35 - Home,Home,3,Product 35 is excellent.,"This is a great home product with features X, Y, Z.",2025-12-02 20:33:26.904292
68,14,Product 14 - Electronics,Electronics,2,Product 14 is okay.,"This is a great electronics product with features X, Y, Z.",2025-07-12 20:33:26.904292
29,26,Product 26 - Beauty,Beauty,4,Product 26 is good.,"This is a great beauty product with features X, Y, Z.",2025-05-01 20:33:26.904292
66,13,Product 13 - Electronics,Electronics,5,Product 13 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-11-02 20:33:26.904292
25,25,Product 25 - Books,Books,5,Product 25 is okay.,"This is a great books product with features X, Y, Z.",2025-08-01 20:33:26.904292
94,39,Product 39 - Electronics,Electronics,5,Product 39 is bad.,"This is a great electronics product with features X, Y, Z.",2025-12-31 20:33:26.904292
31,30,Product 30 - Books,Books,3,Product 30 is bad.,"This is a great books product with features X, Y, Z.",2025-06-15 20:33:26.904292
23,34,Product 34 - Clothing,Clothing,5,Product 34 is good.,"This is a great clothing product with features X, Y, Z.",2026-01-05 20:33:26.904292
23,5,Product 5 - Clothing,Clothing,5,Product 5 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-12-22 20:33:26.904292
60,10,Product 10 - Beauty,Beauty,5,Product 10 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-11-27 20:33:26.904292
88,43,Product 43 - Home,Home,5,Product 43 is horrible.,"This is a great home product with features X, Y, Z.",2025-11-20 20:33:26.904292
42,21,Product 21 - Clothing,Clothing,5,Product 21 is okay.,"This is a great clothing product with features X, Y, Z.",2025-12-22 20:33:26.904292
20,37,Product 37 - Electronics,Electronics,4,Product 37 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-10-02 20:33:26.904292
81,7,Product 7 - Electronics,Electronics,4,Product 7 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-06-24 20:33:26.904292
8,7,Product 7 - Electronics,Electronics,4,Product 7 is okay.,"This is a great electronics product with features X, Y, Z.",2025-03-13 20:33:26.904292
60,43,Product 43 - Home,Home,4,Product 43 is okay.,"This is a great home product with features X, Y, Z.",2025-03-05 20:33:26.904292
37,11,Product 11 - Books,Books,2,Product 11 is horrible.,"This is a great books product with features X, Y, Z.",2025-03-22 20:33:26.904292
77,24,Product 24 - Clothing,Clothing,4,Product 24 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-09-28 20:33:26.904292
71,20,Product 20 - Beauty,Beauty,5,Product 20 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-02-25 20:33:26.904292
74,48,Product 48 - Books,Books,5,Product 48 is horrible.,"This is a great books product with features X, Y, Z.",2025-07-18 20:33:26.904292
61,5,Product 5 - Clothing,Clothing,4,Product 5 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-03-07 20:33:26.904292
14,41,Product 41 - Home,Home,5,Product 41 is good.,"This is a great home product with features X, Y, Z.",2025-07-29 20:33:26.904292
65,31,Product 31 - Home,Home,5,Product 31 is bad.,"This is a great home product with features X, Y, Z.",2025-02-24 20:33:26.904292
91,1,Product 1 - Electronics,Electronics,4,Product 1 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-09-16 20:33:26.904292
67,25,Product 25 - Books,Books,5,Product 25 is okay.,"This is a great books product with features X, Y, Z.",2025-08-09 20:33:26.904292
37,49,Product 49 - Electronics,Electronics,4,Product 49 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-07-27 20:33:26.904292
7,29,Product 29 - Clothing,Clothing,5,Product 29 is okay.,"This is a great clothing product with features X, Y, Z.",2026-01-01 20:33:26.904292
9,9,Product 9 - Electronics,Electronics,4,Product 9 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-11-16 20:33:26.904292
37,17,Product 17 - Beauty,Beauty,4,Product 17 is horrible.,"This is a great beauty product with features X, Y, Z.",2026-01-06 20:33:26.904292
20,6,Product 6 - Clothing,Clothing,4,Product 6 is bad.,"This is a great clothing product with features X, Y, Z.",2025-11-29 20:33:26.904292
45,47,Product 47 - Electronics,Electronics,4,Product 47 is excellent.,"This is a great electronics product with features X, Y, Z.",2026-01-05 20:33:26.904292
17,21,Product 21 - Clothing,Clothing,4,Product 21 is okay.,"This is a great clothing product with features X, Y, Z.",2025-03-19 20:33:26.904292
72,29,Product 29 - Clothing,Clothing,4,Product 29 is bad.,"This is a great clothing product with features X, Y, Z.",2025-07-22 20:33:26.904292
86,48,Product 48 - Books,Books,5,Product 48 is horrible.,"This is a great books product with features X, Y, Z.",2026-01-20 20:33:26.904292
12,22,Product 22 - Beauty,Beauty,5,Product 22 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-09-08 20:33:26.904292
47,31,Product 31 - Home,Home,1,Product 31 is bad.,"This is a great home product with features X, Y, Z.",2025-07-12 20:33:26.904292
28,34,Product 34 - Clothing,Clothing,4,Product 34 is bad.,"This is a great clothing product with features X, Y, Z.",2025-10-10 20:33:26.904292
29,15,Product 15 - Clothing,Clothing,5,Product 15 is good.,"This is a great clothing product with features X, Y, Z.",2025-04-24 20:33:26.904292
38,37,Product 37 - Electronics,Electronics,5,Product 37 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-03-27 20:33:26.904292
99,48,Product 48 - Books,Books,4,Product 48 is good.,"This is a great books product with features X, Y, Z.",2025-10-31 20:33:26.904292
85,2,Product 2 - Electronics,Electronics,4,Product 2 is bad.,"This is a great electronics product with features X, Y, Z.",2025-12-17 20:33:26.904292
77,5,Product 5 - Clothing,Clothing,4,Product 5 is bad.,"This is a great clothing product with features X, Y, Z.",2025-04-28 20:33:26.904292
89,30,Product 30 - Books,Books,5,Product 30 is excellent.,"This is a great books product with features X, Y, Z.",2025-04-29 20:33:26.904292
6,34,Product 34 - Clothing,Clothing,4,Product 34 is bad.,"This is a great clothing product with features X, Y, Z.",2026-01-16 20:33:26.904292
57,29,Product 29 - Clothing,Clothing,5,Product 29 is bad.,"This is a great clothing product with features X, Y, Z.",2025-09-21 20:33:26.904292
69,36,Product 36 - Electronics,Electronics,3,Product 36 is bad.,"This is a great electronics product with features X, Y, Z.",2025-10-02 20:33:26.904292
48,4,Product 4 - Clothing,Clothing,5,Product 4 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-11-23 20:33:26.904292
60,33,Product 33 - Clothing,Clothing,5,Product 33 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-08-18 20:33:26.904292
68,29,Product 29 - Clothing,Clothing,4,Product 29 is bad.,"This is a great clothing product with features X, Y, Z.",2025-04-27 20:33:26.904292
78,29,Product 29 - Clothing,Clothing,3,Product 29 is good.,"This is a great clothing product with features X, Y, Z.",2025-06-12 20:33:26.904292
83,19,Product 19 - Electronics,Electronics,4,Product 19 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-08-13 20:33:26.904292
14,46,Product 46 - Beauty,Beauty,5,Product 46 is good.,"This is a great beauty product with features X, Y, Z.",2025-10-26 20:33:26.904292
37,1,Product 1 - Electronics,Electronics,2,Product 1 is okay.,"This is a great electronics product with features X, Y, Z.",2025-04-27 20:33:26.904292
58,14,Product 14 - Electronics,Electronics,5,Product 14 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-04-20 20:33:26.904292
12,4,Product 4 - Clothing,Clothing,5,Product 4 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-05-28 20:33:26.904292
45,24,Product 24 - Clothing,Clothing,5,Product 24 is good.,"This is a great clothing product with features X, Y, Z.",2025-09-04 20:33:26.904292
51,30,Product 30 - Books,Books,4,Product 30 is excellent.,"This is a great books product with features X, Y, Z.",2025-06-04 20:33:26.904292
11,33,Product 33 - Clothing,Clothing,4,Product 33 is okay.,"This is a great clothing product with features X, Y, Z.",2025-02-18 20:33:26.904292
13,10,Product 10 - Beauty,Beauty,5,Product 10 is okay.,"This is a great beauty product with features X, Y, Z.",2026-01-02 20:33:26.904292
19,26,Product 26 - Beauty,Beauty,3,Product 26 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-06-30 20:33:26.904292
90,15,Product 15 - Clothing,Clothing,5,Product 15 is excellent.,"This is a great clothing product with features X, Y, Z.",2026-01-31 20:33:26.904292
58,48,Product 48 - Books,Books,5,Product 48 is good.,"This is a great books product with features X, Y, Z.",2025-03-16 20:33:26.904292
33,10,Product 10 - Beauty,Beauty,3,Product 10 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-04-21 20:33:26.904292
94,30,Product 30 - Books,Books,5,Product 30 is good.,"This is a great books product with features X, Y, Z.",2025-09-08 20:33:26.904292
100,28,Product 28 - Electronics,Electronics,4,Product 28 is good.,"This is a great electronics product with features X, Y, Z.",2025-07-08 20:33:26.904292
7,11,Product 11 - Books,Books,3,Product 11 is horrible.,"This is a great books product with features X, Y, Z.",2025-12-28 20:33:26.904292
59,25,Product 25 - Books,Books,2,Product 25 is horrible.,"This is a great books product with features X, Y, Z.",2025-10-17 20:33:26.904292
69,27,Product 27 - Home,Home,1,Product 27 is horrible.,"This is a great home product with features X, Y, Z.",2025-10-25 20:33:26.904292
31,46,Product 46 - Beauty,Beauty,5,Product 46 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-07-03 20:33:26.904292
1,48,Product 48 - Books,Books,5,Product 48 is horrible.,"This is a great books product with features X, Y, Z.",2025-06-07 20:33:26.904292
54,12,Product 12 - Electronics,Electronics,3,Product 12 is good.,"This is a great electronics product with features X, Y, Z.",2026-01-12 20:33:26.904292
68,27,Product 27 - Home,Home,5,Product 27 is horrible.,"This is a great home product with features X, Y, Z.",2025-03-10 20:33:26.904292
70,28,Product 28 - Electronics,Electronics,4,Product 28 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-10-21 20:33:26.904292
3,18,Product 18 - Beauty,Beauty,4,Product 18 is good.,"This is a great beauty product with features X, Y, Z.",2025-10-02 20:33:26.904292
82,2,Product 2 - Electronics,Electronics,4,Product 2 is okay.,"This is a great electronics product with features X, Y, Z.",2025-08-14 20:33:26.904292
96,16,Product 16 - Clothing,Clothing,1,Product 16 is okay.,"This is a great clothing product with features X, Y, Z.",2025-03-10 20:33:26.904292
31,15,Product 15 - Clothing,Clothing,5,Product 15 is good.,"This is a great clothing product with features X, Y, Z.",2025-12-22 20:33:26.904292
99,44,Product 44 - Electronics,Electronics,4,Product 44 is bad.,"This is a great electronics product with features X, Y, Z.",2025-07-24 20:33:26.904292
6,38,Product 38 - Books,Books,4,Product 38 is bad.,"This is a great books product with features X, Y, Z.",2025-07-27 20:33:26.904292
100,17,Product 17 - Beauty,Beauty,5,Product 17 is excellent.,"This is a great beauty product with features X, Y, Z.",2026-01-26 20:33:26.904292
81,41,Product 41 - Home,Home,3,Product 41 is good.,"This is a great home product with features X, Y, Z.",2025-04-14 20:33:26.904292
92,33,Product 33 - Clothing,Clothing,5,Product 33 is good.,"This is a great clothing product with features X, Y, Z.",2025-09-26 20:33:26.904292
38,10,Product 10 - Beauty,Beauty,3,Product 10 is good.,"This is a great beauty product with features X, Y, Z.",2025-05-17 20:33:26.904292
41,36,Product 36 - Electronics,Electronics,5,Product 36 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-10-25 20:33:26.904292
70,30,Product 30 - Books,Books,4,Product 30 is bad.,"This is a great books product with features X, Y, Z.",2025-02-22 20:33:26.904292
37,43,Product 43 - Home,Home,4,Product 43 is okay.,"This is a great home product with features X, Y, Z.",2025-02-28 20:33:26.904292
35,45,Product 45 - Books,Books,3,Product 45 is excellent.,"This is a great books product with features X, Y, Z.",2025-08-11 20:33:26.904292
52,35,Product 35 - Home,Home,5,Product 35 is okay.,"This is a great home product with features X, Y, Z.",2025-08-20 20:33:26.904292
24,15,Product 15 - Clothing,Clothing,4,Product 15 is okay.,"This is a great clothing product with features X, Y, Z.",2025-10-16 20:33:26.904292
67,28,Product 28 - Electronics,Electronics,4,Product 28 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-03-18 20:33:26.904292
11,12,Product 12 - Electronics,Electronics,4,Product 12 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-05-07 20:33:26.904292
38,43,Product 43 - Home,Home,4,Product 43 is okay.,"This is a great home product with features X, Y, Z.",2025-03-16 20:33:26.904292
85,38,Product 38 - Books,Books,4,Product 38 is horrible.,"This is a great books product with features X, Y, Z.",2025-09-20 20:33:26.904292
92,12,Product 12 - Electronics,Electronics,4,Product 12 is excellent.,"This is a great electronics product with features X, Y, Z.",2026-01-23 20:33:26.904292
45,49,Product 49 - Electronics,Electronics,4,Product 49 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-08-03 20:33:26.904292
56,7,Product 7 - Electronics,Electronics,4,Product 7 is good.,"This is a great electronics product with features X, Y, Z.",2025-03-05 20:33:26.904292
86,11,Product 11 - Books,Books,5,Product 11 is horrible.,"This is a great books product with features X, Y, Z.",2025-08-09 20:33:26.904292
96,28,Product 28 - Electronics,Electronics,5,Product 28 is bad.,"This is a great electronics product with features X, Y, Z.",2025-02-19 20:33:26.904292
78,30,Product 30 - Books,Books,5,Product 30 is good.,"This is a great books product with features X, Y, Z.",2025-09-16 20:33:26.904292
17,48,Product 48 - Books,Books,2,Product 48 is okay.,"This is a great books product with features X, Y, Z.",2025-12-31 20:33:26.904292
47,49,Product 49 - Electronics,Electronics,4,Product 49 is good.,"This is a great electronics product with features X, Y, Z.",2025-11-21 20:33:26.904292
78,19,Product 19 - Electronics,Electronics,3,Product 19 is okay.,"This is a great electronics product with features X, Y, Z.",2025-09-22 20:33:26.904292
48,13,Product 13 - Electronics,Electronics,4,Product 13 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-03-15 20:33:26.904292
18,26,Product 26 - Beauty,Beauty,4,Product 26 is okay.,"This is a great beauty product with features X, Y, Z.",2025-08-26 20:33:26.904292
84,3,Product 3 - Home,Home,4,Product 3 is good.,"This is a great home product with features X, Y, Z.",2025-04-03 20:33:26.904292
95,16,Product 16 - Clothing,Clothing,3,Product 16 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-10-27 20:33:26.904292
72,29,Product 29 - Clothing,Clothing,3,Product 29 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-06-17 20:33:26.904292
28,13,Product 13 - Electronics,Electronics,5,Product 13 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-06-30 20:33:26.904292
26,25,Product 25 - Books,Books,3,Product 25 is excellent.,"This is a great books product with features X, Y, Z.",2025-03-13 20:33:26.904292
23,4,Product 4 - Clothing,Clothing,5,Product 4 is good.,"This is a great clothing product with features X, Y, Z.",2025-09-19 20:33:26.904292
88,32,Product 32 - Home,Home,5,Product 32 is okay.,"This is a great home product with features X, Y, Z.",2025-07-17 20:33:26.904292
91,6,Product 6 - Clothing,Clothing,2,Product 6 is okay.,"This is a great clothing product with features X, Y, Z.",2025-11-08 20:33:26.904292
39,9,Product 9 - Electronics,Electronics,5,Product 9 is bad.,"This is a great electronics product with features X, Y, Z.",2026-02-03 20:33:26.904292
47,29,Product 29 - Clothing,Clothing,4,Product 29 is bad.,"This is a great clothing product with features X, Y, Z.",2025-04-07 20:33:26.904292
18,28,Product 28 - Electronics,Electronics,3,Product 28 is good.,"This is a great electronics product with features X, Y, Z.",2025-10-14 20:33:26.904292
47,27,Product 27 - Home,Home,4,Product 27 is excellent.,"This is a great home product with features X, Y, Z.",2025-08-11 20:33:26.904292
71,13,Product 13 - Electronics,Electronics,3,Product 13 is good.,"This is a great electronics product with features X, Y, Z.",2025-03-20 20:33:26.904292
40,12,Product 12 - Electronics,Electronics,4,Product 12 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-10-07 20:33:26.904292
53,9,Product 9 - Electronics,Electronics,5,Product 9 is good.,"This is a great electronics product with features X, Y, Z.",2025-11-25 20:33:26.904292
17,43,Product 43 - Home,Home,5,Product 43 is good.,"This is a great home product with features X, Y, Z.",2025-12-29 20:33:26.904292
58,28,Product 28 - Electronics,Electronics,4,Product 28 is okay.,"This is a great electronics product with features X, Y, Z.",2025-10-26 20:33:26.904292
17,4,Product 4 - Clothing,Clothing,5,Product 4 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-11-13 20:33:26.904292
24,48,Product 48 - Books,Books,5,Product 48 is excellent.,"This is a great books product with features X, Y, Z.",2025-04-11 20:33:26.904292
65,34,Product 34 - Clothing,Clothing,5,Product 34 is good.,"This is a great clothing product with features X, Y, Z.",2025-03-04 20:33:26.904292
67,19,Product 19 - Electronics,Electronics,3,Product 19 is bad.,"This is a great electronics product with features X, Y, Z.",2025-04-29 20:33:26.904292
42,43,Product 43 - Home,Home,5,Product 43 is okay.,"This is a great home product with features X, Y, Z.",2025-05-30 20:33:26.904292
67,42,Product 42 - Beauty,Beauty,5,Product 42 is okay.,"This is a great beauty product with features X, Y, Z.",2025-03-16 20:33:26.904292
26,29,Product 29 - Clothing,Clothing,5,Product 29 is okay.,"This is a great clothing product with features X, Y, Z.",2025-11-13 20:33:26.904292
17,30,Product 30 - Books,Books,5,Product 30 is horrible.,"This is a great books product with features X, Y, Z.",2025-12-15 20:33:26.904292
12,50,Product 50 - Beauty,Beauty,4,Product 50 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-05-01 20:33:26.904292
75,4,Product 4 - Clothing,Clothing,3,Product 4 is horrible.,"This is a great clothing product with features X, Y, Z.",2026-01-07 20:33:26.904292
93,35,Product 35 - Home,Home,5,Product 35 is horrible.,"This is a great home product with features X, Y, Z.",2025-07-26 20:33:26.904292
6,15,Product 15 - Clothing,Clothing,5,Product 15 is good.,"This is a great clothing product with features X, Y, Z.",2025-02-18 20:33:26.904292
6,29,Product 29 - Clothing,Clothing,5,Product 29 is okay.,"This is a great clothing product with features X, Y, Z.",2025-11-26 20:33:26.904292
84,45,Product 45 - Books,Books,3,Product 45 is excellent.,"This is a great books product with features X, Y, Z.",2025-11-23 20:33:26.904292
80,33,Product 33 - Clothing,Clothing,5,Product 33 is horrible.,"This is a great clothing product with features X, Y, Z.",2025-10-16 20:33:26.904292
38,45,Product 45 - Books,Books,5,Product 45 is excellent.,"This is a great books product with features X, Y, Z.",2025-07-08 20:33:26.904292
32,18,Product 18 - Beauty,Beauty,5,Product 18 is excellent.,"This is a great beauty product with features X, Y, Z.",2026-01-20 20:33:26.904292
39,29,Product 29 - Clothing,Clothing,4,Product 29 is good.,"This is a great clothing product with features X, Y, Z.",2026-01-22 20:33:26.904292
21,7,Product 7 - Electronics,Electronics,4,Product 7 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-10-09 20:33:26.904292
27,11,Product 11 - Books,Books,4,Product 11 is okay.,"This is a great books product with features X, Y, Z.",2025-04-18 20:33:26.904292
92,19,Product 19 - Electronics,Electronics,4,Product 19 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-07-30 20:33:26.904292
17,43,Product 43 - Home,Home,5,Product 43 is horrible.,"This is a great home product with features X, Y, Z.",2025-10-25 20:33:26.904292
14,4,Product 4 - Clothing,Clothing,4,Product 4 is good.,"This is a great clothing product with features X, Y, Z.",2025-09-30 20:33:26.904292
35,2,Product 2 - Electronics,Electronics,4,Product 2 is good.,"This is a great electronics product with features X, Y, Z.",2025-04-17 20:33:26.904292
7,38,Product 38 - Books,Books,4,Product 38 is horrible.,"This is a great books product with features X, Y, Z.",2025-08-19 20:33:26.904292
54,50,Product 50 - Beauty,Beauty,3,Product 50 is okay.,"This is a great beauty product with features X, Y, Z.",2025-04-26 20:33:26.904292
74,23,Product 23 - Books,Books,5,Product 23 is bad.,"This is a great books product with features X, Y, Z.",2025-05-12 20:33:26.904292
64,42,Product 42 - Beauty,Beauty,5,Product 42 is excellent.,"This is a great beauty product with features X, Y, Z.",2025-10-01 20:33:26.904292
40,40,Product 40 - Home,Home,4,Product 40 is excellent.,"This is a great home product with features X, Y, Z.",2025-03-22 20:33:26.904292
65,28,Product 28 - Electronics,Electronics,4,Product 28 is bad.,"This is a great electronics product with features X, Y, Z.",2025-06-07 20:33:26.904292
75,1,Product 1 - Electronics,Electronics,4,Product 1 is okay.,"This is a great electronics product with features X, Y, Z.",2025-03-01 20:33:26.904292
64,46,Product 46 - Beauty,Beauty,4,Product 46 is excellent.,"This is a great beauty product with features X, Y, Z.",2026-01-04 20:33:26.904292
37,49,Product 49 - Electronics,Electronics,4,Product 49 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-03-31 20:33:26.904292
18,16,Product 16 - Clothing,Clothing,5,Product 16 is excellent.,"This is a great clothing product with features X, Y, Z.",2025-08-10 20:33:26.904292
47,10,Product 10 - Beauty,Beauty,1,Product 10 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-03-02 20:33:26.904292
72,47,Product 47 - Electronics,Electronics,3,Product 47 is okay.,"This is a great electronics product with features X, Y, Z.",2025-11-14 20:33:26.904292
10,47,Product 47 - Electronics,Electronics,4,Product 47 is horrible.,"This is a great electronics product with features X, Y, Z.",2025-09-22 20:33:26.904292
36,31,Product 31 - Home,Home,5,Product 31 is horrible.,"This is a great home product with features X, Y, Z.",2025-12-20 20:33:26.904292
16,14,Product 14 - Electronics,Electronics,3,Product 14 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-03-25 20:33:26.904292
48,30,Product 30 - Books,Books,5,Product 30 is horrible.,"This is a great books product with features X, Y, Z.",2025-07-27 20:33:26.904292
47,31,Product 31 - Home,Home,5,Product 31 is horrible.,"This is a great home product with features X, Y, Z.",2025-05-16 20:33:26.904292
66,23,Product 23 - Books,Books,4,Product 23 is good.,"This is a great books product with features X, Y, Z.",2025-02-24 20:33:26.904292
5,48,Product 48 - Books,Books,3,Product 48 is excellent.,"This is a great books product with features X, Y, Z.",2025-07-24 20:33:26.904292
67,17,Product 17 - Beauty,Beauty,4,Product 17 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-12-11 20:33:26.904292
18,47,Product 47 - Electronics,Electronics,4,Product 47 is okay.,"This is a great electronics product with features X, Y, Z.",2025-12-14 20:33:26.904292
21,32,Product 32 - Home,Home,4,Product 32 is okay.,"This is a great home product with features X, Y, Z.",2025-12-16 20:33:26.904292
76,26,Product 26 - Beauty,Beauty,4,Product 26 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-10-22 20:33:26.904292
63,9,Product 9 - Electronics,Electronics,5,Product 9 is excellent.,"This is a great electronics product with features X, Y, Z.",2025-07-07 20:33:26.904292
3,21,Product 21 - Clothing,Clothing,4,Product 21 is good.,"This is a great clothing product with features X, Y, Z.",2026-01-14 20:33:26.904292
54,24,Product 24 - Clothing,Clothing,4,Product 24 is good.,"This is a great clothing product with features X, Y, Z.",2026-01-22 20:33:26.904292
77,4,Product 4 - Clothing,Clothing,4,Product 4 is horrible.,"This is a great clothing product with features X, Y, Z.",2026-01-05 20:33:26.904292
74,8,Product 8 - Beauty,Beauty,3,Product 8 is horrible.,"This is a great beauty product with features X, Y, Z.",2025-03-02 20:33:26.904292
